channel1,,,,,,,,channel 2,,,,,,,,channel 3,,,,,,,,channel 4,,,,,,,,channel 5,,,,,,,,channel 6,,,,,,,,channel 7,,,,,,,,channel 8,,,,,,,,,,,,,,
mx_peak,mean,peak_ratio,median,integral,mean moobility,mean_complexity,activity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,mx_peak,mean,peak_ratio,median,integral,activity,mean_mobility,mean_complexity,Gesture,1,2,3,4,5,6
0.297012153,0.111840466,0.179163191,0.65224258,0.665408651,0.947350616,1.033765565,0.005445142,0.12071683,0.065115464,0.090181313,0.406392548,0.387437395,1.383931588,1.034420856,0.000590959,0.401097129,0.126274665,0.130781902,0.667205499,0.75145537,1.116056481,1.048907675,0.00556906,0.237272718,0.077151987,0.137651156,0.418981014,0.459075527,1.098674741,0.986682845,0.001912112,0.606708806,0.17130125,0.443907611,1.020295878,1.01935245,0.849963127,0.8909108,0.017727674,1,0.328883869,1,1.992222436,1.957140781,0.921772961,0.932774762,0.054671643,0.565217247,0.163869537,0.36850866,0.894224849,0.975057476,0.816393629,1.091521524,0.015286833,0.745654116,0.299983433,0.539031049,1.948435196,1.785072349,0.865856858,0.981015973,0.044809548,6,0,0,0,0,0,1
0.041656143,0.0233622,0.362782657,0.833820116,0.762634815,1.283783886,1.136441718,5.42E-05,0.149246219,0.052805023,0.359193077,1.783514372,1.723183438,1.275123914,1.116013636,0.00035042,0.29002817,0.045876631,0.280913007,1.419816908,1.495938044,0.975514969,0.784218366,0.001193239,0.137884742,0.011914017,0.105607658,0.335124361,0.387995689,0.902005842,0.709246204,0.000205576,0.127901373,0.013242472,0.208830609,0.396426554,0.431463228,0.919496314,1.238157683,0.00017757,0.157841106,0.020705081,0.382881279,0.541660624,0.674879828,0.818972212,0.97246927,0.000410968,0.079672565,0.040368328,0.469242705,1.492399731,1.317837093,1.004588235,1.091166692,0.000292369,0.109051671,0.036937387,1,1.197237335,1.206067866,0.820514627,0.952286431,0.00034173,1,1,0,0,0,0,0
0.858539701,0.192467969,0.268727176,0.738717305,0.859642537,0.776917164,0.905894549,0.020798889,0.508055044,0.202635777,0.339328396,0.919189142,0.90502912,1.136816125,1.091656768,0.008468303,0.795099011,0.29703314,0.493380742,1.419984343,1.326655672,0.954360583,0.966143505,0.032112652,0.553956556,0.166797527,0.257579676,0.725778545,0.744934245,0.967049741,1.00983371,0.009548229,0.247181852,0.112494172,0.158440832,0.543063377,0.502435213,1.114077938,1.011654713,0.003123959,1,0.352775236,1,1.720002609,1.575695449,0.834274772,1.028443611,0.052264861,1,0.322503403,1,1.30860745,1.440458829,1.03434044,1.014909854,0.030551107,0.463450711,0.144455826,0.219696015,0.624657229,0.645148935,1.182163237,0.97146329,0.004946872,2,0,1,0,0,0,0
0.922574199,0.247295317,0.6859777,1.401187809,1.405637259,0.898278508,1.06151713,0.029882974,0.740089424,0.231981118,0.246841539,1.2158848,1.318624828,0.888964521,0.991505427,0.02441745,0.211992999,0.097021445,0.117965095,0.581062938,0.551465531,1.212538943,1.092614056,0.001983393,0.162209056,0.077906357,0.057928866,0.503275279,0.44284046,1.064530067,1.033408512,0.00163947,0.293975101,0.119418496,0.087250818,0.73561374,0.67880661,1.047748392,0.941671168,0.004968218,0.257730659,0.094297555,0.086241652,0.571320246,0.535979548,1.046579092,0.991815165,0.002935908,0.844388485,0.253825326,0.502270873,1.471818789,1.442676672,0.948798832,0.965249519,0.02635063,0.959755703,0.285724309,1,1.519836399,1.623969093,0.892561646,0.922219023,0.040389873,3,0,0,1,0,0,0
0.341554647,0.130751514,0.273421248,0.449558415,0.512087359,1.088850752,0.851753575,0.005783382,1,0.319617363,1,1.190791088,1.251838582,0.904617667,0.975013922,0.046675278,0.806979117,0.280973174,0.748642348,1.079298042,1.10049089,0.888700941,0.980179941,0.035009839,1,0.333553556,0.435320646,1.502495598,1.306454356,0.982730693,1.12254213,0.045681677,0.923813264,0.320206382,0.455128828,1.312876425,1.254165546,0.939606739,1.130379985,0.045319982,0.740306239,0.277002765,0.549975373,1.07479763,1.084932845,1.034752969,1.09512072,0.028729407,0.616493693,0.226722271,0.616493693,0.811833586,0.887923323,1.043599094,0.959657638,0.017850663,0.393739926,0.153737001,0.280186326,0.578349217,0.6021071,1.117141145,0.885352088,0.007047877,4,0,0,0,1,0,0
0.256288611,0.0852524,0.145944425,0.415922655,0.494886555,1.084581849,1.104397344,0.002487113,0.60456993,0.196140867,0.583227035,1.162434431,1.138652135,1.023331134,0.993335641,0.012628229,1,0.258791031,1,1.486226245,1.502389655,0.854325389,0.972438061,0.032965947,0.876828055,0.301841426,0.631245924,1.832017517,1.752432837,0.78767851,0.997254907,0.049960647,0.584586481,0.184256836,0.498317695,1.174583066,1.06975041,0.905807789,0.96340595,0.015471332,0.589759534,0.156924256,0.269871785,0.81996227,0.911042051,0.872508236,0.942791566,0.011766752,0.352376629,0.11246337,0.182029122,0.638418937,0.652834219,1.150423497,1.025113988,0.003069948,0.217232404,0.082347781,0.11990495,0.470434879,0.478012138,1.321343596,1.001262544,0.001495432,5,0,0,0,0,1,0
0.5336266,0.13805049,0.154999361,0.789178938,0.819846591,1.012818352,0.997125492,0.006671499,0.288828529,0.127043804,0.179660346,0.776411674,0.754388497,1.235056358,1.032239656,0.002667477,0.310665927,0.103341196,0.161822784,0.613745889,0.61366936,1.131967213,0.94656985,0.002294556,0.309067821,0.113237623,0.244585428,0.698962778,0.672497186,0.969209213,1.012143121,0.003622596,0.476322279,0.202332422,0.440100555,1.240169111,1.20163723,0.966172522,1.025979082,0.010930196,0.520994102,0.189973696,0.413358493,1.111653277,1.128231641,0.894610145,1.003406733,0.011027342,0.699826645,0.238311797,1,1.425936749,1.415255055,0.920143534,0.988559986,0.016274849,0.683326323,0.234814373,0.350323863,1.343941585,1.394474439,0.870022662,0.993976079,0.019673156,6,0,0,0,0,0,1
0.050897105,0.022809292,0.123310753,0.739090312,0.725219157,0.970503946,1.038275554,7.33E-05,0.156259597,0.071438246,1,2.30763679,2.271724109,1.067096673,1.093512022,0.000585033,0.128181921,0.062455652,0.674732071,1.974346138,1.986119868,0.964771174,0.999184658,0.000602003,0.02879096,0.014001408,0.086282442,0.455717323,0.445203557,1.15862003,1.066270325,1.99E-05,0.0272586,0.011549407,0.126256289,0.352082289,0.367229699,0.900150375,0.986931735,2.52E-05,0.064741921,0.021888256,0.171765268,0.629243608,0.696077954,0.821009619,0.848149802,0.000131266,0.03989816,0.01903147,0.134863557,0.619159103,0.605162357,1.023251559,0.983823537,4.03E-05,0.052860301,0.028408689,0.185579092,0.922724438,0.903263299,1.094596624,0.983852366,9.49E-05,1,1,0,0,0,0,0
1,0.296404161,1,1.569587009,1.560093717,0.831203158,0.951009137,0.057631296,0.769948664,0.265258976,0.764432368,1.336834284,1.396165152,0.968919291,0.983950203,0.03354532,0.321522166,0.110030031,0.230984087,0.567673147,0.579078482,1.386627333,1.047459424,0.002547026,0.283996097,0.081732493,0.17103126,0.422434888,0.430179545,0.969589644,0.990277578,0.003194103,0.316285126,0.129572424,0.244407891,0.709420553,0.681975224,1.033598995,1.087950795,0.006600811,0.362976028,0.11909437,0.200751734,0.680526405,0.626838069,1.103191743,0.968699711,0.004994979,0.816934571,0.251463251,0.256116347,1.413269107,1.323471338,0.836524847,1.019235935,0.034166155,1,0.266419322,0.552818005,1.300254608,1.402198473,0.87034499,0.951417217,0.049273933,2,0,1,0,0,0,0
0.29649499,0.111020581,0.208151643,0.441500774,0.450027893,1.116245535,1.046621343,0.003398796,0.814415228,0.286274666,0.431431654,1.141493625,1.16046212,1.009025845,1.062799467,0.031629643,0.605749083,0.26308667,0.405619061,1.112737373,1.066477238,1.078404214,1.01721446,0.02258315,0.917571788,0.334521267,0.727260309,1.394796526,1.356101646,0.844920197,0.951914702,0.056253255,1,0.344886049,1,1.501716191,1.398107412,0.875806677,0.975842251,0.053705455,0.981623119,0.281625389,0.535389821,1.08700572,1.141656604,0.896689108,0.996468282,0.038055251,0.610099242,0.214211661,0.290025846,0.800975955,0.868337074,1.004513326,0.972759468,0.017102331,0.407812393,0.137866775,0.204001193,0.519773835,0.558830014,1.174395098,0.976380027,0.004726895,3,0,0,1,0,0,0
0.536975422,0.102631364,0.164431348,0.542418521,0.764794161,0.692688301,0.923061059,0.010740475,0.379738446,0.153800015,0.500194493,1.11612449,1.146117824,1.041638343,1.037055094,0.007310627,0.530174195,0.173355494,0.846345598,1.20035469,1.291869768,0.863363646,0.994759064,0.015074555,0.573215331,0.200520656,1,1.609773882,1.494351629,0.831898401,0.942506786,0.022157067,0.520296026,0.144070404,0.292799966,1.208147882,1.073631499,0.85900026,1.059520992,0.01052103,0.331074535,0.134390262,0.425903542,1.09880801,1.001454342,0.980293957,1.07678766,0.005972535,0.188718759,0.087947134,0.259135902,0.689831424,0.655316824,1.572963956,0.995460865,0.001097047,0.198497918,0.076827623,0.180077754,0.534541101,0.572463954,1.158153136,0.970848479,0.001676569,4,0,0,0,1,0,0
0.322606162,0.137720956,0.257661414,0.828140967,0.762969204,0.937565246,1.075514837,0.004069292,0.22368506,0.119070329,0.21220309,0.689793329,0.659599777,1.169846065,1.091265465,0.001761807,0.204566031,0.091758002,0.157656388,0.520996524,0.508241115,1.117492968,1.0192741,0.001316373,0.277898595,0.117727997,0.134955275,0.655440049,0.652163455,0.956687448,0.944753698,0.002974555,0.502557134,0.208049137,0.353800713,1.178423232,1.152586374,1.041116179,0.960922513,0.00868003,0.465059551,0.214425297,0.655215198,1.150205087,1.18791121,0.92394347,1.007019199,0.010023595,0.663432563,0.283841274,0.745190967,1.542642508,1.572381414,0.957381032,0.908039421,0.017517116,0.682139828,0.271538768,1,1.434358303,1.50414745,0.895967593,0.993210768,0.01558895,5,0,0,0,0,1,0
0.322606162,0.137720956,0.257661414,0.828140967,0.762969204,0.937565246,1.075514837,0.004069292,0.22368506,0.119070329,0.21220309,0.689793329,0.659599777,1.169846065,1.091265465,0.001761807,0.204566031,0.091758002,0.157656388,0.520996524,0.508241115,1.117492968,1.0192741,0.001316373,0.277898595,0.117727997,0.134955275,0.655440049,0.652163455,0.956687448,0.944753698,0.002974555,0.502557134,0.208049137,0.353800713,1.178423232,1.152586374,1.041116179,0.960922513,0.00868003,0.465059551,0.214425297,0.655215198,1.150205087,1.18791121,0.92394347,1.007019199,0.010023595,0.663432563,0.283841274,0.745190967,1.542642508,1.572381414,0.957381032,0.908039421,0.017517116,0.682139828,0.271538768,1,1.434358303,1.50414745,0.895967593,0.993210768,0.01558895,6,0,0,0,0,0,1
0.044204745,0.022602274,0.137164688,0.738752864,0.723077072,1.14358253,1.0194593,5.09E-05,0.232035103,0.096762217,1,3.068490059,3.09597406,1.012062765,0.975981906,0.00115698,0.098501029,0.046011124,0.422616163,1.537844647,1.472065831,0.99257244,0.967339637,0.000282419,0.050716991,0.023211308,0.134758513,0.706939658,0.742586431,0.916001611,0.966065696,8.02E-05,0.046621858,0.023954771,0.088571113,0.768426901,0.766472978,1.1262459,1.113442035,5.68E-05,0.030464571,0.012275594,0.075514051,0.375293312,0.392737017,0.885220991,1.016684957,2.27E-05,0.024005676,0.010398768,0.046113421,0.338791961,0.332710122,1.023404132,0.941484146,1.37E-05,0.031213286,0.014826908,0.035336744,0.465460597,0.474376488,0.900909631,0.999542325,2.68E-05,1,1,0,0,0,0,0
0.840262258,0.400883138,0.373380852,1.539942085,1.53379931,1.065677048,0.995261557,0.030377645,0.508024846,0.231396553,0.288114971,0.82649211,0.885289754,1.157231306,1.039643688,0.008694498,0.295360617,0.12777433,0.159212524,0.493429049,0.488830332,1.03049503,1.008954518,0.003224939,0.728944341,0.287896765,0.230932239,1.095477698,1.101517412,0.835166735,0.966178947,0.02593193,0.225370343,0.118810356,0.086783732,0.466821076,0.454551032,1.238170466,1.005511263,0.002051931,0.784040366,0.321854467,0.551488937,1.253243991,1.231457299,0.89129062,0.922131721,0.027735134,1,0.424940591,1,1.686824429,1.625900153,0.847112563,0.961069622,0.051157844,0.497656785,0.177373524,0.237103096,0.637769563,0.678654707,0.934856232,1.101248686,0.008766946,2,0,1,0,0,0,0
0.869658874,0.232408086,1,1.653868227,1.733631044,0.855027842,0.992222321,0.032403012,0.769222971,0.242062571,0.88451115,1.540164807,1.805601359,0.860475014,0.970598121,0.028239893,0.214197799,0.075673937,0.094483824,0.578476484,0.564444378,1.291568701,0.954338401,0.001141862,0.321126509,0.11303606,0.118409512,0.858315804,0.843217975,1.05971781,0.927982432,0.004055409,0.252742036,0.087337864,0.233097318,0.734025804,0.651479869,1.119846598,0.932540246,0.002210166,0.488837708,0.173552897,0.257542759,1.530193062,1.294647773,0.919972457,1.097711375,0.011313816,0.239919379,0.069113766,0.106119823,0.58922695,0.515561545,0.945689186,1.092621178,0.002040954,0.301157448,0.079284324,0.172132094,0.515728861,0.591416058,0.947702393,1.031985926,0.004267861,3,0,0,1,0,0,0
0.312007012,0.084641525,0.301655764,0.450332229,0.450957194,1.043105129,0.986582022,0.004721547,0.974345549,0.323143754,0.944045305,1.540188498,1.721649233,1.050423839,1.014438567,0.064989523,0.643630333,0.209060737,0.560694499,1.043304177,1.113836952,1.028715708,1.072053536,0.03052926,1,0.255249694,1,1.318026408,1.359940962,1.010014341,1.017134204,0.050094693,0.771672046,0.247175188,0.533208743,1.715472787,1.316947665,0.956425195,1.090684091,0.047572007,1,0.229933722,0.871391194,1.195913023,1.225099423,0.959183039,0.975797364,0.051647645,0.585047435,0.08713474,0.557658292,0.421774761,0.464247923,0.983942884,0.871283771,0.009099584,0.319001578,0.065188306,0.317764676,0.314988117,0.347320648,0.968189865,0.972026445,0.003779061,4,0,0,0,1,0,0
0.610878369,0.127879921,0.353890663,0.627874366,0.921877836,0.97868916,0.899340077,0.019280985,0.989641628,0.255607751,0.741694263,1.760207958,1.842615362,1.041172397,1.131400127,0.040412277,1,0.165024116,1,1.079459345,1.189617144,0.900122716,1.084933317,0.026434616,0.974746182,0.223651702,0.484053933,1.837598995,1.612282656,1.045231031,1.015349827,0.036322928,0.682140865,0.186187354,0.519329674,1.705779217,1.342214338,0.97629676,0.990881423,0.025149871,0.437186938,0.077574278,0.232121135,0.50472144,0.559234987,1.064771091,0.891038385,0.00648631,0.22295558,0.036306121,0.153542352,0.234327662,0.261721451,0.940195544,0.933747999,0.001516348,0.156073333,0.037515012,0.1102983,0.250031017,0.270436226,1.053521301,1.053308845,0.001065686,5,0,0,0,0,1,0
0.24969661,0.067507365,0.216835407,0.414579979,0.471917762,0.961967993,0.962393724,0.001967558,0.443053151,0.166449928,0.319430441,1.079709089,1.16348869,1.234546727,1.020737426,0.005924569,0.199839606,0.082459586,0.151119106,0.562750892,0.576340883,1.261521779,1.0616699,0.001436021,0.308058116,0.085988008,0.11156104,0.611842477,0.601039159,1.306172539,0.954013495,0.001833423,0.440962405,0.139896339,0.177598032,1.027523411,0.978021864,0.947509976,1.023434165,0.00923178,0.936642148,0.236140176,0.649861221,1.641828831,1.650881041,0.74530643,1.021762893,0.043765732,0.409822284,0.09041293,0.252675189,0.577605139,0.632071831,0.812437355,0.99862187,0.007102724,1,0.275526031,1,2.084160181,1.926238769,0.730537202,0.957366527,0.058040058,6,0,0,0,0,0,1
0.097119149,0.02747919,0.32683488,0.63088009,0.655966491,0.842924591,0.994090409,0.00017828,0.294092642,0.107498761,1,2.421308091,2.566305728,0.831178559,1.031988128,0.002802688,0.151350058,0.060748543,0.514396417,1.477843254,1.450258418,0.908815878,1.037888941,0.000719109,0.190827775,0.081498675,0.195797378,2.093698634,1.945551214,1.067518952,1.091429157,0.001050916,0.050813073,0.020796085,0.086740611,0.469935192,0.496404162,0.998761847,0.960350198,7.43E-05,0.03470022,0.013706947,0.041018905,0.339987746,0.327222164,0.971788697,0.895139867,3.03E-05,0.018478274,0.009493567,0.019218881,0.237249236,0.226640885,1.261632229,0.998929211,8.05E-06,0.029278575,0.013892639,0.03962818,0.329097758,0.331650938,1.117379246,0.990184089,2.19E-05,1,1,0,0,0,0,0
1,0.11756626,1,0.975087598,1.330446151,0.781961292,0.852988644,0.022336444,0.391813295,0.140566503,0.31672904,1.856075983,1.590670538,1.167419059,0.963486328,0.005352099,0.168834689,0.07051626,0.109059148,0.886563033,0.797950735,1.186352385,0.972813226,0.001207538,0.286239092,0.072310369,0.101658074,0.986047736,0.818230258,1.331909341,0.928514076,0.001533979,0.249374025,0.075920904,0.144909021,0.956793408,0.859140159,1.000890193,1.007298009,0.002668145,0.584980335,0.146290419,0.335215984,1.45157344,1.655515704,0.735281113,1.083954009,0.020044234,0.165256875,0.042393054,0.091043228,0.481161723,0.479732017,0.883468354,1.11065245,0.001301673,0.194417719,0.041384104,0.129397689,0.40669708,0.468314438,0.912718262,1.080293257,0.001530237,2,0,1,0,0,0,0
0.250926828,0.072739,0.232989253,0.391638813,0.417022704,1.188953292,0.988939924,0.002627759,1,0.285522928,1,1.470216869,1.636931668,1.123298358,1.013305498,0.045692725,0.670618348,0.175196546,0.670618348,0.843641403,1.004419969,1.038970243,1.014009263,0.020780385,0.775294726,0.226540431,0.718244933,1.189830865,1.298762817,0.955508915,1.067237235,0.031603986,1,0.266699934,0.394518892,1.718720891,1.529067601,0.830317195,0.856239499,0.059807046,0.73200337,0.225324374,0.510913921,1.539879738,1.2918498,0.891825787,0.992013924,0.040640972,0.278231271,0.080735098,0.196731322,0.49234805,0.462870429,0.959097805,1.014109152,0.005164414,0.233701399,0.062632278,0.199843234,0.353723372,0.359075012,1.012028405,1.054145505,0.00284039,3,0,0,1,0,0,0
0.860357236,0.233043122,1,0.831129739,1.821659398,0.844040038,0.968482989,0.055369718,0.713818535,0.209396163,0.536564304,2.313413794,1.63663907,1.214412139,1.105503311,0.019321222,0.537645815,0.130086566,0.196150729,1.189850652,1.016774139,1.102763674,0.99866813,0.009029931,0.572662899,0.160139114,0.52348576,1.324506763,1.251745341,1.014927496,1.121391763,0.017925065,0.683607419,0.137958007,0.483234894,1.117719208,1.078402776,0.867215101,0.92948659,0.021741374,0.302976269,0.078494485,0.296382748,0.650056613,0.613570837,1.068492226,0.915860655,0.005271331,0.108208541,0.031353841,0.113216563,0.265273029,0.245079208,0.95731336,1.031027891,0.000693853,0.233797082,0.043001794,0.074181428,0.308050201,0.33612923,0.930835967,0.929578671,0.001565665,4,0,0,0,1,0,0
0.209219025,0.065358299,0.121680068,0.353245747,0.417122627,1.003470583,1.168894405,0.002363068,0.612442055,0.173020363,0.287771067,1.023158832,1.104332836,1.065333348,0.974206027,0.0124555,0.275413009,0.089876463,0.110624628,0.561338487,0.573656614,1.173918739,0.995903589,0.002627971,0.336879419,0.107576846,0.145102375,0.69862769,0.686550574,1.268469816,0.916050628,0.003788431,0.656347546,0.187511027,0.640048183,1.119520162,1.196810735,0.837035546,0.940702508,0.028354651,0.992730137,0.278381982,1,1.875977792,1.776777872,0.839450434,1.010748886,0.064782637,0.501362497,0.093170021,0.20791336,0.556353209,0.594668233,0.965298721,1.048240849,0.009412469,0.867369179,0.258535883,0.814408397,1.81177808,1.65008051,0.847022813,0.945253108,0.052329377,5,0,0,0,0,1,0
0.209219025,0.065358299,0.121680068,0.353245747,0.417122627,1.003470583,1.168894405,0.002363068,0.612442055,0.173020363,0.287771067,1.023158832,1.104332836,1.065333348,0.974206027,0.0124555,0.275413009,0.089876463,0.110624628,0.561338487,0.573656614,1.173918739,0.995903589,0.002627971,0.336879419,0.107576846,0.145102375,0.69862769,0.686550574,1.268469816,0.916050628,0.003788431,0.656347546,0.187511027,0.640048183,1.119520162,1.196810735,0.837035546,0.940702508,0.028354651,0.992730137,0.278381982,1,1.875977792,1.776777872,0.839450434,1.010748886,0.064782637,0.501362497,0.093170021,0.20791336,0.556353209,0.594668233,0.965298721,1.048240849,0.009412469,0.867369179,0.258535883,0.814408397,1.81177808,1.65008051,0.847022813,0.945253108,0.052329377,6,0,0,0,0,0,1
0.038069701,0.017066205,0.033360367,0.30117419,0.306865726,0.955159523,0.955271432,4.24E-05,0.123543904,0.063596191,0.310724458,1.207272003,1.143366215,0.975956793,0.930591125,0.00049487,0.319410705,0.135099567,1,2.171376283,2.429064796,0.731318104,0.926937708,0.004488984,0.233366807,0.085006883,0.727163854,1.641800769,1.528466112,0.83151049,0.889500995,0.001704832,0.051897873,0.034759637,0.135388336,0.691650889,0.62493848,1.373277385,1.09598072,7.27E-05,0.127703945,0.052558157,0.154882019,0.956201988,0.944820814,1.042670778,1.041417763,0.000398873,0.058407979,0.029077094,0.085677723,0.523597788,0.522781248,1.135016308,1.247540688,0.00010739,0.073256531,0.027792492,0.100849888,0.506926089,0.499696608,0.955090619,0.912759569,0.000133255,1,1,0,0,0,0,0
1,0.290120077,1,1.316341482,1.192344394,0.890526115,0.823826153,0.058053999,0.301411344,0.121355904,0.241332559,0.492539081,0.49869184,1.261344727,1.062341218,0.00407591,1,0.274460926,0.711469833,1.018650308,1.127835201,1.023840435,1.083113086,0.034175412,1,0.241316494,0.774716872,0.941438658,0.991710995,0.99307554,0.992193034,0.036139886,0.343194122,0.145825874,0.234570752,0.624399076,0.599279437,1.144508833,1.008406301,0.006075725,1,0.177851961,0.490629254,0.575550495,0.730889257,0.841635619,0.88505084,0.021990024,1,0.360470799,0.8427161,1.585847833,1.481454435,0.963301501,1.150143523,0.065829415,1,0.335244685,0.751654082,1.445233068,1.377794442,0.881767228,0.994925844,0.063713339,2,0,1,0,0,0,0
0.384514275,0.153331967,0.440778903,1.371775512,1.31712206,0.797696169,1.073621147,0.010465783,0.782846392,0.222438486,1,1.947177491,1.910705081,0.886329375,1.041952264,0.022757195,0.321729618,0.112693209,0.41088004,0.950260439,0.967911044,1.381777689,0.993815662,0.001704214,0.224334717,0.06158727,0.142575544,0.459192906,0.528943421,0.908474141,0.881120575,0.001275789,0.212757289,0.060658764,0.080213403,0.473919743,0.520992991,0.937183056,1.095872671,0.00124839,0.129661668,0.056264458,0.055397057,0.468236938,0.483189023,1.388451078,0.988766469,0.000462848,0.398294878,0.124565771,0.195183885,1.084939943,1.069957063,0.893876468,0.931621154,0.005875626,0.54313781,0.139836707,0.693771977,1.244497028,1.201179318,0.806212023,0.993230059,0.010420057,3,0,0,1,0,0,0
0.109265212,0.037830696,0.080525991,0.205881111,0.231658813,1.056508697,0.99054162,0.00048413,0.26129225,0.101977869,0.146235521,0.65589285,0.62447766,1.088374167,1.038234828,0.002656553,0.746769706,0.21897661,0.206043893,1.20102587,1.340915842,0.969737983,0.955551341,0.01768387,0.780143864,0.272820878,0.537273161,1.617208614,1.670729757,0.906991384,0.954442972,0.032736508,1,0.371437593,1,2.607026379,2.274731908,0.871036216,1.070274794,0.064348744,0.341160758,0.131891501,0.333421352,0.775994607,0.807693091,1.128205106,0.968846718,0.005561698,0.311025548,0.090169008,0.19775268,0.49791403,0.552181807,0.988154305,1.015556898,0.003456476,0.302180791,0.081256895,0.186895163,0.439056539,0.497611122,0.990992141,1.006550829,0.002697895,4,0,0,0,1,0,0
0.40411915,0.13745516,0.381338972,0.942213796,0.859215236,0.901832249,1.031002187,0.010581444,1,0.266971036,1,1.679531755,1.66875729,0.896440266,0.942496682,0.043781719,0.6996498,0.231934096,0.308940867,1.414742644,1.449656634,1.044491155,1.034187385,0.016981291,0.66946513,0.233001706,0.227406125,1.427654408,1.456438689,0.945292951,1.026251251,0.023584455,0.629241269,0.201392462,0.274917767,1.279189888,1.258849217,0.93398472,1.078904695,0.01987744,0.269999139,0.079891352,0.12452542,0.491162723,0.499352009,1.220147472,0.952480516,0.0018089,0.19678682,0.056618305,0.154948081,0.335176555,0.353899677,1.080668639,0.956597397,0.00115717,0.22973724,0.07260755,0.213762758,0.43032823,0.453831247,0.977142549,0.978079888,0.002179525,5,0,0,0,0,1,0
0.318986268,0.093405804,0.054169418,0.667315153,0.608760529,0.898771733,1.109532487,0.003898271,0.421464423,0.131849407,0.123536955,0.794824555,0.859279418,0.907175622,0.98775723,0.006693846,0.256551219,0.12003224,0.10771501,0.799750252,0.782145518,1.40774961,1.02895703,0.001913711,0.293878585,0.0979771,0.091441081,0.58239667,0.638440205,1.116186697,1.053158416,0.00212232,0.445898413,0.155181769,0.363285098,0.98982049,1.011322103,0.969880283,0.954927589,0.009230917,0.396685408,0.162077039,0.215191124,1.020688133,1.056297153,0.970678076,0.937444966,0.00762744,0.556754693,0.171843936,0.61957169,1.161159019,1.119988383,0.88605941,0.945025306,0.013714059,0.804308646,0.295168162,1,1.984045728,1.923766691,0.843498569,0.983196976,0.046863572,6,0,0,0,0,0,1
0.041663896,0.019973225,0.050809631,0.41570884,0.405148427,1.07244467,0.951603291,5.18E-05,0.107444434,0.048020152,0.235982029,0.99115353,0.974074033,1.096370034,0.992841932,0.000321464,0.414588792,0.093648344,1,1.847358687,1.899420364,0.754633444,1.010081827,0.003014903,0.201277983,0.075182373,0.484929902,1.481265094,1.524891457,1.018025623,1.036013802,0.000961719,0.123162652,0.050528063,0.078150878,1.069558846,1.024778103,1.097763401,1.056089722,0.000349986,0.114404476,0.049651473,0.131512739,1.045616261,1.007109843,1.023320604,0.953092794,0.00037651,0.0682666,0.026925362,0.063552673,0.544098954,0.546112655,1.009818326,1.070741327,0.000102074,0.135320916,0.030491152,0.070297248,0.605239786,0.618465118,0.927623897,0.929535305,0.000256043,1,1,0,0,0,0,0
0.526628309,0.183396652,0.314767252,1.383792521,1.39919817,0.707794345,0.898340612,0.019241265,0.637890886,0.222130439,0.402455269,1.673586374,1.694664016,0.792446601,1.018869334,0.022518159,0.293274843,0.118988653,0.14956124,0.922139917,0.90769022,1.200662123,0.962300355,0.00246231,0.162693232,0.070445545,0.061251534,0.498892249,0.537308663,1.082803083,1.005057657,0.000946561,0.180327551,0.089440213,0.141917973,0.709048577,0.682171786,1.280925914,1.050302938,0.001187742,0.133995021,0.05768984,0.060726822,0.447569869,0.440002325,1.304667158,1.004535196,0.00047281,0.313918028,0.105719684,0.189618099,0.819726787,0.806510293,0.901606969,1.004144889,0.004316344,0.651734469,0.20086357,1,1.545243707,1.532454527,0.729093806,1.05644902,0.021729109,2,0,1,0,0,0,0
0.089702081,0.033500682,0.07962199,0.217655648,0.208732402,1.11926744,1.040199054,0.000395456,0.255713911,0.092999008,0.193782354,0.616263978,0.579398735,1.1654604,0.999849732,0.002999659,0.725356795,0.2235449,0.405764836,1.419193113,1.39280032,0.969428117,1.023463258,0.022166836,0.763987489,0.257994878,0.584769426,1.660809839,1.6075193,0.976148814,0.972847717,0.036607484,0.959366832,0.361954465,1,2.331205099,2.255292765,0.88922509,1.032492547,0.078910732,0.503855006,0.138909007,0.150515091,0.769425596,0.865488264,0.938092159,0.914886666,0.01230994,0.327125775,0.09400037,0.208605184,0.537617641,0.585686589,0.964680543,0.959317416,0.005049384,0.248420567,0.081064875,0.243276621,0.447829087,0.505081626,0.977697438,1.056943611,0.003049316,3,0,0,1,0,0,0
